,Unnamed: 0,functionality,case_id,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,context,cluster,women,trans people,gay people,black people,disabled people,Muslims,immigrants,twitter-roberta-base-hate-latest
2183,2183,ident_neutral_nh,2255,Are there any trans people on your course?,non-hateful,trans people,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,Are there any trans people on your course?,6,False,True,False,False,False,False,False,non-hateful
2184,2184,ident_neutral_nh,2256,Are there any gay people on your course?,non-hateful,gay people,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,Are there any gay people on your course?,3,False,False,True,False,False,False,False,non-hateful
2185,2185,ident_neutral_nh,2257,Are there any black people on your course?,non-hateful,black people,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,Are there any black people on your course?,4,False,False,False,True,False,False,False,non-hateful
2186,2186,ident_neutral_nh,2258,Are there any disabled people on your course?,non-hateful,disabled people,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,Are there any disabled people on your course?,2,False,False,False,False,True,False,False,non-hateful
2187,2187,ident_neutral_nh,2259,Are there any Muslims on your course?,non-hateful,Muslims,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,Are there any Muslims on your course?,1,False,False,False,False,False,True,False,non-hateful
2188,2188,ident_neutral_nh,2260,Are there any immigrants on your course?,non-hateful,immigrants,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,Are there any immigrants on your course?,5,False,False,False,False,False,False,True,non-hateful
2189,2189,ident_neutral_nh,2268,His therapist is a woman. ,non-hateful,women,-,-,-,,,490,His therapist is a [IDENTITY_S].,His therapist is a woman. ,0,True,False,False,False,False,False,False,non-hateful
2190,2190,ident_neutral_nh,2269,His therapist is a trans person. ,non-hateful,trans people,-,-,-,,,490,His therapist is a [IDENTITY_S].,His therapist is a trans person. ,6,False,True,False,False,False,False,False,non-hateful
2191,2191,ident_neutral_nh,2270,His therapist is a gay person. ,non-hateful,gay people,-,-,-,,,490,His therapist is a [IDENTITY_S].,His therapist is a gay person. ,3,False,False,True,False,False,False,False,non-hateful
2192,2192,ident_neutral_nh,2271,His therapist is a black person. ,non-hateful,black people,-,-,-,,,490,His therapist is a [IDENTITY_S].,His therapist is a black person. ,4,False,False,False,True,False,False,False,non-hateful
2193,2193,ident_neutral_nh,2272,His therapist is a disabled person. ,non-hateful,disabled people,-,-,-,,,490,His therapist is a [IDENTITY_S].,His therapist is a disabled person. ,2,False,False,False,False,True,False,False,non-hateful
2194,2194,ident_neutral_nh,2273,His therapist is a Muslim. ,non-hateful,Muslims,-,-,-,,,490,His therapist is a [IDENTITY_S].,His therapist is a Muslim. ,1,False,False,False,False,False,True,False,non-hateful
2195,2195,ident_neutral_nh,2274,His therapist is an immigrant. ,non-hateful,immigrants,-,-,-,,,490,His therapist is a [IDENTITY_S].,His therapist is an immigrant. ,5,False,False,False,False,False,False,True,non-hateful
2196,2196,ident_neutral_nh,2275,There is a woman on my football team. ,non-hateful,women,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,There is a woman on my football team. ,0,True,False,False,False,False,False,False,non-hateful
2197,2197,ident_neutral_nh,2276,There is a trans person on my football team. ,non-hateful,trans people,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,There is a trans person on my football team. ,6,False,True,False,False,False,False,False,non-hateful
2198,2198,ident_neutral_nh,2277,There is a gay person on my football team. ,non-hateful,gay people,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,There is a gay person on my football team. ,3,False,False,True,False,False,False,False,non-hateful
2199,2199,ident_neutral_nh,2278,There is a black person on my football team. ,non-hateful,black people,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,There is a black person on my football team. ,0,False,False,False,True,False,False,False,non-hateful
2200,2200,ident_neutral_nh,2279,There is a disabled person on my football team. ,non-hateful,disabled people,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,There is a disabled person on my football team. ,2,False,False,False,False,True,False,False,non-hateful
2201,2201,ident_neutral_nh,2280,There is a Muslim on my football team. ,non-hateful,Muslims,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,There is a Muslim on my football team. ,1,False,False,False,False,False,True,False,non-hateful
2202,2202,ident_neutral_nh,2281,There is an immigrant on my football team. ,non-hateful,immigrants,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,There is an immigrant on my football team. ,5,False,False,False,False,False,False,True,non-hateful
2203,2203,ident_neutral_nh,2282,The guitar player in that band is a woman. ,non-hateful,women,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,The guitar player in that band is a woman. ,0,True,False,False,False,False,False,False,non-hateful
2204,2204,ident_neutral_nh,2283,The guitar player in that band is a trans person. ,non-hateful,trans people,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,The guitar player in that band is a trans person. ,6,False,True,False,False,False,False,False,non-hateful
2205,2205,ident_neutral_nh,2284,The guitar player in that band is a gay person. ,non-hateful,gay people,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,The guitar player in that band is a gay person. ,3,False,False,True,False,False,False,False,non-hateful
2206,2206,ident_neutral_nh,2285,The guitar player in that band is a black person. ,non-hateful,black people,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,The guitar player in that band is a black person. ,4,False,False,False,True,False,False,False,non-hateful
2207,2207,ident_neutral_nh,2286,The guitar player in that band is a disabled person. ,non-hateful,disabled people,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,The guitar player in that band is a disabled person. ,2,False,False,False,False,True,False,False,non-hateful
2208,2208,ident_neutral_nh,2287,The guitar player in that band is a Muslim. ,non-hateful,Muslims,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,The guitar player in that band is a Muslim. ,1,False,False,False,False,False,True,False,non-hateful
2209,2209,ident_neutral_nh,2288,The guitar player in that band is an immigrant. ,non-hateful,immigrants,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,The guitar player in that band is an immigrant. ,5,False,False,False,False,False,False,True,non-hateful
2210,2210,ident_neutral_nh,2289,This is the first time a woman is nominated. ,non-hateful,women,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,This is the first time a woman is nominated. ,0,True,False,False,False,False,False,False,non-hateful
2211,2211,ident_neutral_nh,2290,This is the first time a trans person is nominated. ,non-hateful,trans people,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,This is the first time a trans person is nominated. ,6,False,True,False,False,False,False,False,non-hateful
2212,2212,ident_neutral_nh,2291,This is the first time a gay person is nominated. ,non-hateful,gay people,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,This is the first time a gay person is nominated. ,3,False,False,True,False,False,False,False,non-hateful
2213,2213,ident_neutral_nh,2292,This is the first time a black person is nominated. ,non-hateful,black people,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,This is the first time a black person is nominated. ,4,False,False,False,True,False,False,False,non-hateful
2214,2214,ident_neutral_nh,2293,This is the first time a disabled person is nominated. ,non-hateful,disabled people,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,This is the first time a disabled person is nominated. ,2,False,False,False,False,True,False,False,non-hateful
2215,2215,ident_neutral_nh,2294,This is the first time a Muslim is nominated. ,non-hateful,Muslims,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,This is the first time a Muslim is nominated. ,1,False,False,False,False,False,True,False,non-hateful
2216,2216,ident_neutral_nh,2295,This is the first time an immigrant is nominated. ,non-hateful,immigrants,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,This is the first time an immigrant is nominated. ,5,False,False,False,False,False,False,True,non-hateful
2217,2217,ident_neutral_nh,2296,More than half of the participants were women. ,non-hateful,women,-,-,-,,,494,More than half of the participants were [IDENTITY_P].,More than half of the participants were women. ,0,True,False,False,False,False,False,False,non-hateful
2218,2218,ident_neutral_nh,2297,More than half of the participants were trans people. ,non-hateful,trans people,-,-,-,,,494,More than half of the participants were [IDENTITY_P].,More than half of the participants were trans people. ,6,False,True,False,False,False,False,False,non-hateful
2219,2219,ident_neutral_nh,2298,More than half of the participants were gay people. ,non-hateful,gay people,-,-,-,,,494,More than half of the participants were [IDENTITY_P].,More than half of the participants were gay people. ,3,False,False,True,False,False,False,False,non-hateful
2220,2220,ident_neutral_nh,2299,More than half of the participants were black people. ,non-hateful,black people,-,-,-,,,494,More than half of the participants were [IDENTITY_P].,More than half of the participants were black people. ,4,False,False,False,True,False,False,False,non-hateful
2221,2221,ident_neutral_nh,2300,More than half of the participants were disabled people. ,non-hateful,disabled people,-,-,-,,,494,More than half of the participants were [IDENTITY_P].,More than half of the participants were disabled people. ,2,False,False,False,False,True,False,False,non-hateful
2222,2222,ident_neutral_nh,2301,More than half of the participants were Muslims. ,non-hateful,Muslims,-,-,-,,,494,More than half of the participants were [IDENTITY_P].,More than half of the participants were Muslims. ,1,False,False,False,False,False,True,False,non-hateful
2223,2223,ident_neutral_nh,2302,More than half of the participants were immigrants. ,non-hateful,immigrants,-,-,-,,,494,More than half of the participants were [IDENTITY_P].,More than half of the participants were immigrants. ,5,False,False,False,False,False,False,True,non-hateful
2224,2224,ident_neutral_nh,2303,Three women were elected to parliament today. ,non-hateful,women,-,-,-,,,495,Three [IDENTITY_P] were elected to parliament today.,Three women were elected to parliament today. ,0,True,False,False,False,False,False,False,non-hateful
2225,2225,ident_neutral_nh,2304,Three trans people were elected to parliament today. ,non-hateful,trans people,-,-,-,,,495,Three [IDENTITY_P] were elected to parliament today.,Three trans people were elected to parliament today. ,6,False,True,False,False,False,False,False,non-hateful
2226,2226,ident_neutral_nh,2305,Three gay people were elected to parliament today. ,non-hateful,gay people,-,-,-,,,495,Three [IDENTITY_P] were elected to parliament today.,Three gay people were elected to parliament today. ,3,False,False,True,False,False,False,False,non-hateful
2227,2227,ident_neutral_nh,2306,Three black people were elected to parliament today. ,non-hateful,black people,-,-,-,,,495,Three [IDENTITY_P] were elected to parliament today.,Three black people were elected to parliament today. ,4,False,False,False,True,False,False,False,non-hateful
2228,2228,ident_neutral_nh,2307,Three disabled people were elected to parliament today. ,non-hateful,disabled people,-,-,-,,,495,Three [IDENTITY_P] were elected to parliament today.,Three disabled people were elected to parliament today. ,2,False,False,False,False,True,False,False,non-hateful
2229,2229,ident_neutral_nh,2308,Three Muslims were elected to parliament today. ,non-hateful,Muslims,-,-,-,,,495,Three [IDENTITY_P] were elected to parliament today.,Three Muslims were elected to parliament today. ,1,False,False,False,False,False,True,False,non-hateful
2230,2230,ident_neutral_nh,2309,Three immigrants were elected to parliament today. ,non-hateful,immigrants,-,-,-,,,495,Three [IDENTITY_P] were elected to parliament today.,Three immigrants were elected to parliament today. ,5,False,False,False,False,False,False,True,non-hateful
2231,2231,ident_neutral_nh,2310,We have never had a female president. ,non-hateful,women,-,-,-,,,496,We have never had a [IDENTITY_A] president.,We have never had a female president. ,0,True,False,False,False,False,False,False,non-hateful
2232,2232,ident_neutral_nh,2311,We have never had a trans president. ,non-hateful,trans people,-,-,-,,,496,We have never had a [IDENTITY_A] president.,We have never had a trans president. ,6,False,True,False,False,False,False,False,non-hateful
2233,2233,ident_neutral_nh,2312,We have never had a gay president. ,non-hateful,gay people,-,-,-,,,496,We have never had a [IDENTITY_A] president.,We have never had a gay president. ,3,False,False,True,False,False,False,False,non-hateful
2234,2234,ident_neutral_nh,2313,We have never had a black president. ,non-hateful,black people,-,-,-,,,496,We have never had a [IDENTITY_A] president.,We have never had a black president. ,4,False,False,False,True,False,False,False,non-hateful
2235,2235,ident_neutral_nh,2314,We have never had a disabled president. ,non-hateful,disabled people,-,-,-,,,496,We have never had a [IDENTITY_A] president.,We have never had a disabled president. ,2,False,False,False,False,True,False,False,non-hateful
2236,2236,ident_neutral_nh,2315,We have never had a Muslim president. ,non-hateful,Muslims,-,-,-,,,496,We have never had a [IDENTITY_A] president.,We have never had a Muslim president. ,1,False,False,False,False,False,True,False,non-hateful
2237,2237,ident_neutral_nh,2316,We have never had an immigrant president. ,non-hateful,immigrants,-,-,-,,,496,We have never had a [IDENTITY_A] president.,We have never had an immigrant president. ,5,False,False,False,False,False,False,True,non-hateful
2238,2238,ident_neutral_nh,2317,There are very few women at my school. ,non-hateful,women,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,There are very few women at my school. ,0,True,False,False,False,False,False,False,non-hateful
2239,2239,ident_neutral_nh,2318,There are very few trans people at my school. ,non-hateful,trans people,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,There are very few trans people at my school. ,6,False,True,False,False,False,False,False,non-hateful
2240,2240,ident_neutral_nh,2319,There are very few gay people at my school. ,non-hateful,gay people,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,There are very few gay people at my school. ,3,False,False,True,False,False,False,False,non-hateful
2241,2241,ident_neutral_nh,2320,There are very few black people at my school. ,non-hateful,black people,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,There are very few black people at my school. ,4,False,False,False,True,False,False,False,non-hateful
2242,2242,ident_neutral_nh,2321,There are very few disabled people at my school. ,non-hateful,disabled people,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,There are very few disabled people at my school. ,2,False,False,False,False,True,False,False,non-hateful
2243,2243,ident_neutral_nh,2322,There are very few Muslims at my school. ,non-hateful,Muslims,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,There are very few Muslims at my school. ,1,False,False,False,False,False,True,False,non-hateful
2244,2244,ident_neutral_nh,2323,There are very few immigrants at my school. ,non-hateful,immigrants,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,There are very few immigrants at my school. ,5,False,False,False,False,False,False,True,non-hateful
2245,2245,ident_neutral_nh,2324,We do not cover a lot of female authors. ,non-hateful,women,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,We do not cover a lot of female authors. ,0,True,False,False,False,False,False,False,non-hateful
2246,2246,ident_neutral_nh,2325,We do not cover a lot of trans authors. ,non-hateful,trans people,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,We do not cover a lot of trans authors. ,6,False,True,False,False,False,False,False,non-hateful
2247,2247,ident_neutral_nh,2326,We do not cover a lot of gay authors. ,non-hateful,gay people,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,We do not cover a lot of gay authors. ,3,False,False,True,False,False,False,False,non-hateful
2248,2248,ident_neutral_nh,2327,We do not cover a lot of black authors. ,non-hateful,black people,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,We do not cover a lot of black authors. ,4,False,False,False,True,False,False,False,non-hateful
2249,2249,ident_neutral_nh,2328,We do not cover a lot of disabled authors. ,non-hateful,disabled people,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,We do not cover a lot of disabled authors. ,2,False,False,False,False,True,False,False,non-hateful
2250,2250,ident_neutral_nh,2329,We do not cover a lot of Muslim authors. ,non-hateful,Muslims,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,We do not cover a lot of Muslim authors. ,1,False,False,False,False,False,True,False,non-hateful
2251,2251,ident_neutral_nh,2330,We do not cover a lot of immigrant authors. ,non-hateful,immigrants,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,We do not cover a lot of immigrant authors. ,5,False,False,False,False,False,False,True,non-hateful
2252,2252,ident_neutral_nh,2331,The CEO of that company is a woman. ,non-hateful,women,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,The CEO of that company is a woman. ,0,True,False,False,False,False,False,False,non-hateful
2253,2253,ident_neutral_nh,2332,The CEO of that company is a trans person. ,non-hateful,trans people,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,The CEO of that company is a trans person. ,6,False,True,False,False,False,False,False,non-hateful
2254,2254,ident_neutral_nh,2333,The CEO of that company is a gay person. ,non-hateful,gay people,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,The CEO of that company is a gay person. ,3,False,False,True,False,False,False,False,hateful
2255,2255,ident_neutral_nh,2334,The CEO of that company is a black person. ,non-hateful,black people,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,The CEO of that company is a black person. ,4,False,False,False,True,False,False,False,non-hateful
2256,2256,ident_neutral_nh,2335,The CEO of that company is a disabled person. ,non-hateful,disabled people,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,The CEO of that company is a disabled person. ,2,False,False,False,False,True,False,False,non-hateful
2257,2257,ident_neutral_nh,2336,The CEO of that company is a Muslim. ,non-hateful,Muslims,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,The CEO of that company is a Muslim. ,1,False,False,False,False,False,True,False,non-hateful
2258,2258,ident_neutral_nh,2337,The CEO of that company is an immigrant. ,non-hateful,immigrants,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,The CEO of that company is an immigrant. ,5,False,False,False,False,False,False,True,non-hateful
2259,2259,ident_neutral_nh,2338,My manager is also a woman. ,non-hateful,women,-,-,-,,,500,My manager is also a [IDENTITY_S].,My manager is also a woman. ,0,True,False,False,False,False,False,False,non-hateful
2260,2260,ident_neutral_nh,2339,My manager is also a trans person. ,non-hateful,trans people,-,-,-,,,500,My manager is also a [IDENTITY_S].,My manager is also a trans person. ,6,False,True,False,False,False,False,False,non-hateful
2261,2261,ident_neutral_nh,2340,My manager is also a gay person. ,non-hateful,gay people,-,-,-,,,500,My manager is also a [IDENTITY_S].,My manager is also a gay person. ,3,False,False,True,False,False,False,False,non-hateful
2262,2262,ident_neutral_nh,2341,My manager is also a black person. ,non-hateful,black people,-,-,-,,,500,My manager is also a [IDENTITY_S].,My manager is also a black person. ,4,False,False,False,True,False,False,False,non-hateful
2263,2263,ident_neutral_nh,2342,My manager is also a disabled person. ,non-hateful,disabled people,-,-,-,,,500,My manager is also a [IDENTITY_S].,My manager is also a disabled person. ,2,False,False,False,False,True,False,False,non-hateful
2264,2264,ident_neutral_nh,2343,My manager is also a Muslim. ,non-hateful,Muslims,-,-,-,,,500,My manager is also a [IDENTITY_S].,My manager is also a Muslim. ,1,False,False,False,False,False,True,False,non-hateful
2265,2265,ident_neutral_nh,2344,My manager is also an immigrant. ,non-hateful,immigrants,-,-,-,,,500,My manager is also a [IDENTITY_S].,My manager is also an immigrant. ,5,False,False,False,False,False,False,True,non-hateful
2266,2266,ident_neutral_nh,2345,Quite a few women live around there,non-hateful,women,-,-,-,,,501,Quite a few [IDENTITY_P] live around there,Quite a few women live around there,0,True,False,False,False,False,False,False,non-hateful
2267,2267,ident_neutral_nh,2346,Quite a few trans people live around there,non-hateful,trans people,-,-,-,,,501,Quite a few [IDENTITY_P] live around there,Quite a few trans people live around there,6,False,True,False,False,False,False,False,non-hateful
2268,2268,ident_neutral_nh,2347,Quite a few gay people live around there,non-hateful,gay people,-,-,-,,,501,Quite a few [IDENTITY_P] live around there,Quite a few gay people live around there,3,False,False,True,False,False,False,False,non-hateful
2269,2269,ident_neutral_nh,2348,Quite a few black people live around there,non-hateful,black people,-,-,-,,,501,Quite a few [IDENTITY_P] live around there,Quite a few black people live around there,4,False,False,False,True,False,False,False,non-hateful
2270,2270,ident_neutral_nh,2349,Quite a few disabled people live around there,non-hateful,disabled people,-,-,-,,,501,Quite a few [IDENTITY_P] live around there,Quite a few disabled people live around there,2,False,False,False,False,True,False,False,non-hateful
2271,2271,ident_neutral_nh,2350,Quite a few Muslims live around there,non-hateful,Muslims,-,-,-,,,501,Quite a few [IDENTITY_P] live around there,Quite a few Muslims live around there,1,False,False,False,False,False,True,False,non-hateful
2272,2272,ident_neutral_nh,2351,Quite a few immigrants live around there,non-hateful,immigrants,-,-,-,,,501,Quite a few [IDENTITY_P] live around there,Quite a few immigrants live around there,5,False,False,False,False,False,False,True,non-hateful
2273,2273,ident_pos_nh,2352,I love women. ,non-hateful,women,-,love,love,1.0,1.0,502,I love [IDENTITY_P].,I love women. ,0,True,False,False,False,False,False,False,non-hateful
2274,2274,ident_pos_nh,2353,I love trans people. ,non-hateful,trans people,-,love,love,2.0,1.0,502,I love [IDENTITY_P].,I love trans people. ,6,False,True,False,False,False,False,False,non-hateful
2275,2275,ident_pos_nh,2354,I love gay people. ,non-hateful,gay people,-,love,love,3.0,1.0,502,I love [IDENTITY_P].,I love gay people. ,3,False,False,True,False,False,False,False,non-hateful
2276,2276,ident_pos_nh,2355,I love black people. ,non-hateful,black people,-,love,love,4.0,1.0,502,I love [IDENTITY_P].,I love black people. ,4,False,False,False,True,False,False,False,non-hateful
2277,2277,ident_pos_nh,2356,I love disabled people. ,non-hateful,disabled people,-,love,love,5.0,1.0,502,I love [IDENTITY_P].,I love disabled people. ,2,False,False,False,False,True,False,False,non-hateful
2278,2278,ident_pos_nh,2357,I love Muslims. ,non-hateful,Muslims,-,love,love,6.0,1.0,502,I love [IDENTITY_P].,I love Muslims. ,1,False,False,False,False,False,True,False,non-hateful
2279,2279,ident_pos_nh,2358,I love immigrants. ,non-hateful,immigrants,-,love,love,7.0,1.0,502,I love [IDENTITY_P].,I love immigrants. ,5,False,False,False,False,False,False,True,non-hateful
2280,2280,ident_pos_nh,2359,I absolutely adore women. ,non-hateful,women,-,adore,adore,29.0,5.0,503,I absolutely adore [IDENTITY_P].,I absolutely adore women. ,0,True,False,False,False,False,False,False,non-hateful
2281,2281,ident_pos_nh,2360,I absolutely adore trans people. ,non-hateful,trans people,-,adore,adore,30.0,5.0,503,I absolutely adore [IDENTITY_P].,I absolutely adore trans people. ,6,False,True,False,False,False,False,False,non-hateful
2282,2282,ident_pos_nh,2361,I absolutely adore gay people. ,non-hateful,gay people,-,adore,adore,31.0,5.0,503,I absolutely adore [IDENTITY_P].,I absolutely adore gay people. ,3,False,False,True,False,False,False,False,non-hateful
2283,2283,ident_pos_nh,2362,I absolutely adore black people. ,non-hateful,black people,-,adore,adore,32.0,5.0,503,I absolutely adore [IDENTITY_P].,I absolutely adore black people. ,4,False,False,False,True,False,False,False,non-hateful
2284,2284,ident_pos_nh,2363,I absolutely adore disabled people. ,non-hateful,disabled people,-,adore,adore,33.0,5.0,503,I absolutely adore [IDENTITY_P].,I absolutely adore disabled people. ,2,False,False,False,False,True,False,False,non-hateful
2285,2285,ident_pos_nh,2364,I absolutely adore Muslims. ,non-hateful,Muslims,-,adore,adore,34.0,5.0,503,I absolutely adore [IDENTITY_P].,I absolutely adore Muslims. ,1,False,False,False,False,False,True,False,non-hateful
2286,2286,ident_pos_nh,2365,I absolutely adore immigrants. ,non-hateful,immigrants,-,adore,adore,35.0,5.0,503,I absolutely adore [IDENTITY_P].,I absolutely adore immigrants. ,5,False,False,False,False,False,False,True,non-hateful
2287,2287,ident_pos_nh,2373,These women make me so happy. ,non-hateful,women,-,happy,happy,71.0,11.0,505,These [IDENTITY_P] make me so happy.,These women make me so happy. ,0,True,False,False,False,False,False,False,non-hateful
2288,2288,ident_pos_nh,2374,These trans people make me so happy. ,non-hateful,trans people,-,happy,happy,72.0,11.0,505,These [IDENTITY_P] make me so happy.,These trans people make me so happy. ,6,False,True,False,False,False,False,False,non-hateful
2289,2289,ident_pos_nh,2375,These gay people make me so happy. ,non-hateful,gay people,-,happy,happy,73.0,11.0,505,These [IDENTITY_P] make me so happy.,These gay people make me so happy. ,3,False,False,True,False,False,False,False,non-hateful
2290,2290,ident_pos_nh,2376,These black people make me so happy. ,non-hateful,black people,-,happy,happy,74.0,11.0,505,These [IDENTITY_P] make me so happy.,These black people make me so happy. ,4,False,False,False,True,False,False,False,non-hateful
2291,2291,ident_pos_nh,2377,These disabled people make me so happy. ,non-hateful,disabled people,-,happy,happy,75.0,11.0,505,These [IDENTITY_P] make me so happy.,These disabled people make me so happy. ,2,False,False,False,False,True,False,False,non-hateful
2292,2292,ident_pos_nh,2378,These Muslims make me so happy. ,non-hateful,Muslims,-,happy,happy,76.0,11.0,505,These [IDENTITY_P] make me so happy.,These Muslims make me so happy. ,1,False,False,False,False,False,True,False,non-hateful
2293,2293,ident_pos_nh,2379,These immigrants make me so happy. ,non-hateful,immigrants,-,happy,happy,77.0,11.0,505,These [IDENTITY_P] make me so happy.,These immigrants make me so happy. ,5,False,False,False,False,False,False,True,non-hateful
2294,2294,ident_pos_nh,2380,Seeing women in government makes me so proud. ,non-hateful,women,-,proud,proud,99.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.,Seeing women in government makes me so proud. ,0,True,False,False,False,False,False,False,non-hateful
2295,2295,ident_pos_nh,2381,Seeing trans people in government makes me so proud. ,non-hateful,trans people,-,proud,proud,100.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.,Seeing trans people in government makes me so proud. ,6,False,True,False,False,False,False,False,non-hateful
2296,2296,ident_pos_nh,2382,Seeing gay people in government makes me so proud. ,non-hateful,gay people,-,proud,proud,101.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.,Seeing gay people in government makes me so proud. ,3,False,False,True,False,False,False,False,non-hateful
2297,2297,ident_pos_nh,2383,Seeing black people in government makes me so proud. ,non-hateful,black people,-,proud,proud,102.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.,Seeing black people in government makes me so proud. ,4,False,False,False,True,False,False,False,non-hateful
2298,2298,ident_pos_nh,2384,Seeing disabled people in government makes me so proud. ,non-hateful,disabled people,-,proud,proud,103.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.,Seeing disabled people in government makes me so proud. ,2,False,False,False,False,True,False,False,non-hateful
2299,2299,ident_pos_nh,2385,Seeing Muslims in government makes me so proud. ,non-hateful,Muslims,-,proud,proud,104.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.,Seeing Muslims in government makes me so proud. ,1,False,False,False,False,False,True,False,non-hateful
2300,2300,ident_pos_nh,2386,Seeing immigrants in government makes me so proud. ,non-hateful,immigrants,-,proud,proud,105.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.,Seeing immigrants in government makes me so proud. ,5,False,False,False,False,False,False,True,non-hateful
2301,2301,ident_pos_nh,2387,Women are beautiful. ,non-hateful,women,-,beautiful,beautiful,141.0,21.0,507,[IDENTITY_P] are beautiful.,Women are beautiful. ,0,True,False,False,False,False,False,False,non-hateful
2302,2302,ident_pos_nh,2388,Trans people are beautiful. ,non-hateful,trans people,-,beautiful,beautiful,142.0,21.0,507,[IDENTITY_P] are beautiful.,Trans people are beautiful. ,6,False,True,False,False,False,False,False,non-hateful
2303,2303,ident_pos_nh,2389,Gay people are beautiful. ,non-hateful,gay people,-,beautiful,beautiful,143.0,21.0,507,[IDENTITY_P] are beautiful.,Gay people are beautiful. ,3,False,False,True,False,False,False,False,non-hateful
2304,2304,ident_pos_nh,2390,Black people are beautiful. ,non-hateful,black people,-,beautiful,beautiful,144.0,21.0,507,[IDENTITY_P] are beautiful.,Black people are beautiful. ,4,False,False,False,True,False,False,False,non-hateful
2305,2305,ident_pos_nh,2391,Disabled people are beautiful. ,non-hateful,disabled people,-,beautiful,beautiful,145.0,21.0,507,[IDENTITY_P] are beautiful.,Disabled people are beautiful. ,2,False,False,False,False,True,False,False,non-hateful
2306,2306,ident_pos_nh,2392,Muslims are beautiful. ,non-hateful,Muslims,-,beautiful,beautiful,146.0,21.0,507,[IDENTITY_P] are beautiful.,Muslims are beautiful. ,1,False,False,False,False,False,True,False,non-hateful
2307,2307,ident_pos_nh,2393,Immigrants are beautiful. ,non-hateful,immigrants,-,beautiful,beautiful,147.0,21.0,507,[IDENTITY_P] are beautiful.,Immigrants are beautiful. ,5,False,False,False,False,False,False,True,non-hateful
2308,2308,ident_pos_nh,2394,Women like you are gorgeous. ,non-hateful,women,-,gorgeous,gorgeous,176.0,26.0,508,[IDENTITY_P] like you are gorgeous.,Women like you are gorgeous. ,0,True,False,False,False,False,False,False,non-hateful
